28X | 2250 | 9332 | 028X-004
route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
028X-164,1609-Liberty-Sunday-18,46070-1383345,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-001,028X0100
028X-164,1609-Liberty-Sunday-18,46071-1383344,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-002,028X0100
028X-164,1609-Liberty-Sunday-18,46072-1383297,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-003,028X0100
028X-164,1609-Liberty-Sunday-18,46073-1383298,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-004,028X0100
028X-164,1609-Liberty-Sunday-18,46075-1383346,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-005,028X0100
028X-164,1609-Liberty-Sunday-18,46077-1383358,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-006,028X0100
028X-164,1609-Liberty-Sunday-18,46078-1383400,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-008,028X0100
028X-164,1609-Liberty-Sunday-18,46080-1383297,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-003,028X0100
028X-164,1609-Liberty-Sunday-18,46083-1383300,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-010,028X0100
028X-164,1609-Liberty-Sunday-18,46084-1383352,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-011,028X0100
028X-164,1609-Liberty-Sunday-18,46086-1383358,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-006,028X0100
028X-164,1609-Liberty-Sunday-18,46089-1383424,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-009,028X0100
028X-164,1609-Liberty-Sunday-18,46090-1383364,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-007,028X0100
028X-164,1609-Liberty-Sunday-18,46091-1383300,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-010,028X0100
028X-164,1609-Liberty-Sunday-18,46094-1383350,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-012,028X0100
028X-164,1609-Liberty-Sunday-18,46096-1383361,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-014,028X0100
028X-164,1609-Liberty-Sunday-18,46098-1383471,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-015,028X0100
028X-164,1609-Liberty-Sunday-18,46102-1383448,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-013,028X0100
028X-164,1609-Liberty-Sunday-18,46104-1383368,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-017,028X0100
028X-164,1609-Liberty-Sunday-18,46105-1383353,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-018,028X0100
028X-164,1609-Liberty-Sunday-18,46107-1383365,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-016,028X0100
028X-164,1609-Liberty-Sunday-18,46109-1383374,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-019,028X0100
028X-164,1609-Liberty-Sunday-18,46111-1383472,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-020,028X0100
028X-164,1609-Liberty-Sunday-18,46115-1383419,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-021,028X0100
028X-164,1609-Liberty-Sunday-18,46117-1383366,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-022,028X0100
028X-164,1609-Liberty-Sunday-18,46119-1383395,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-023,028X0100
028X-164,1609-Liberty-Sunday-18,46122-1383396,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-024,028X0100
028X-164,1609-Liberty-Sunday-18,46124-1383378,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-025,028X0100
028X-164,1609-Liberty-Sunday-18,46126-1383383,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-026,028X0100
028X-164,1609-Liberty-Sunday-18,46130-1383376,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-028,028X0100
028X-164,1609-Liberty-Sunday-18,46131-1383395,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-023,028X0100
028X-164,1609-Liberty-Sunday-18,46132-1383396,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-024,028X0100
028X-164,1609-Liberty-Sunday-18,46135-1383387,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-027,028X0100
028X-164,1609-Liberty-Sunday-18,46136-1383383,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-026,028X0100
028X-164,1609-Liberty-Sunday-18,46137-1383376,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-028,028X0100
028X-164,1609-Liberty-Sunday-18,46140-1383380,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-029,028X0100
028X-164,1609-Liberty-Sunday-18,46142-1383397,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-030,028X0100
028X-164,1609-Liberty-Sunday-18,46144-1383393,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,071B-064,028X0100
028X-164,1609-Liberty-Sunday-18,46146-1383386,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-031,028X0100
028X-164,1609-Liberty-Sunday-18,46148-1383392,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-032,028X0100
